196,119,256,163,0.677515
195,118,255,162,0.678648
195,118,255,162,0.680636
195,119,255,163,0.661843
195,119,255,163,0.675007
195,119,255,163,0.684655
195,119,255,163,0.684772
196,120,256,164,0.658273
196,122,256,166,0.711058
196,124,257,168,0.676350
197,126,259,170,0.721805
197,127,259,171,0.711591
199,130,260,174,0.731752
200,135,261,180,0.756778
200,140,261,185,0.767597
200,142,261,187,0.762524
200,145,261,190,0.758598
200,145,261,190,0.752148
200,145,261,190,0.756842
200,145,261,190,0.751730
200,145,261,190,0.756749
200,145,261,190,0.756686
200,145,261,190,0.752462
200,145,261,190,0.752509
200,145,261,190,0.785305
200,145,261,190,0.806265
200,143,261,188,0.792453
200,142,261,187,0.775158
200,140,261,185,0.787579
200,138,261,183,0.782714
200,134,261,179,0.759103
200,132,261,177,0.754290
200,127,261,172,0.709922
200,124,261,169,0.707458
200,122,261,167,0.683975
200,119,261,164,0.669168
200,118,262,163,0.671787
200,118,262,163,0.666020
200,118,262,163,0.671533
200,119,262,164,0.680495
200,119,262,164,0.677987
200,119,262,164,0.679034
209,129,248,157,0.692767
209,129,248,157,0.686590
209,130,248,158,0.688205
209,130,248,158,0.680151
210,130,249,158,0.695727
211,130,250,158,0.677505
217,130,256,158,0.644977
220,130,259,158,0.602959
223,131,262,159,0.623725
224,131,263,159,0.617222
217,121,273,162,0.650477
221,122,277,163,0.631694
222,122,278,163,0.607462
222,122,278,163,0.583250
222,122,278,163,0.575056
221,122,277,163,0.559872
221,122,277,163,0.564014
221,122,277,163,0.567882
220,122,276,163,0.576195
219,122,275,163,0.573436
217,122,273,163,0.552622
213,122,269,163,0.528781
209,122,266,164,0.547113
196,122,254,165,0.610126
191,122,249,165,0.646121
186,122,244,165,0.626529
178,122,235,164,0.584168
175,122,231,163,0.568986
173,122,229,163,0.555029
172,122,228,163,0.557494
173,122,229,163,0.556613
174,122,230,163,0.561697
174,122,230,163,0.561827
175,122,231,163,0.567433
176,122,232,163,0.570608
177,122,233,163,0.572600
177,122,233,163,0.574580
177,122,233,163,0.573175
177,122,233,163,0.571255
177,122,233,163,0.568942
177,122,233,163,0.564641
177,122,233,163,0.561606
178,122,234,163,0.565011
178,122,234,163,0.557415
178,122,234,163,0.553939
179,122,235,163,0.560719
179,122,235,163,0.564608
180,122,236,163,0.565804
182,122,238,163,0.561886
183,122,239,163,0.569265
184,122,240,163,0.570533
185,122,241,163,0.574517
185,122,241,163,0.563008
185,122,241,163,0.554503
185,122,241,163,0.549478
185,122,241,163,0.545887
185,122,241,163,0.546487
185,122,241,163,0.542372
185,122,241,163,0.542060
185,122,241,163,0.541234
185,122,241,163,0.536009
185,122,241,163,0.523887
201,131,248,165,0.588302
201,131,248,165,0.590571
201,131,248,165,0.595444
201,131,248,165,0.596186
201,131,248,165,0.598354
201,131,248,165,0.600455
201,131,248,165,0.609869
201,131,248,165,0.615487
201,131,248,165,0.622451
202,131,249,165,0.608427
202,131,249,165,0.610783
202,131,249,165,0.609001
202,131,249,165,0.606737
202,131,249,165,0.608473
202,131,249,165,0.610117
202,131,249,165,0.611431
202,131,249,165,0.615313
202,131,249,165,0.619839
202,131,249,165,0.620230
202,131,249,165,0.611886
202,131,249,165,0.596766
202,131,249,165,0.587189
202,131,249,165,0.581998
202,131,249,165,0.578759
202,131,249,165,0.578642
202,131,249,165,0.576791
202,131,249,165,0.573100
202,131,249,165,0.571407
202,131,249,165,0.568991
202,131,249,165,0.570357
202,131,249,165,0.574406
202,131,249,165,0.573126
202,131,249,165,0.574815
202,131,249,165,0.576557
202,131,249,165,0.577071
202,131,249,165,0.576108
202,131,249,165,0.577863
202,131,249,165,0.579038
202,131,249,165,0.581678
202,131,249,165,0.584334
202,131,249,165,0.587542
202,131,249,165,0.588375
202,131,249,165,0.587640
202,131,249,165,0.583506
202,131,249,165,0.581534
202,131,249,165,0.578961
202,131,249,165,0.577902
202,131,249,165,0.576764
202,131,249,165,0.578361
202,131,249,165,0.572935
202,131,249,165,0.575113
202,131,249,165,0.575579
202,131,249,165,0.572004
202,131,249,165,0.569991
202,131,249,165,0
