205,157,261,198,1.000000
205,157,261,198,0.997183
205,157,261,198,0.984708
205,157,261,198,0.976363
205,157,261,198,0.963966
205,157,261,198,0.951295
205,157,261,198,0.924218
205,157,261,198,0.913679
205,157,261,198,0.908833
205,157,261,198,0.893544
205,157,261,198,0.881837
205,157,261,198,0.854976
205,157,261,198,0.823214
205,157,261,198,0.786839
205,156,261,197,0.826074
205,156,261,197,0.790153
205,156,261,197,0.750698
205,156,261,197,0.719625
205,156,261,197,0.681053
205,156,261,197,0.669483
205,156,261,197,0.653930
205,156,261,197,0.647185
205,156,261,197,0.645723
205,156,261,197,0.640871
205,156,261,197,0.638614
205,156,261,197,0.637072
205,156,261,197,0.633579
205,156,261,197,0.626393
205,156,261,197,0.620087
205,156,261,197,0.614741
205,156,261,197,0.609959
205,156,261,197,0.603653
205,156,261,197,0.602091
205,156,261,197,0.597936
205,156,261,197,0.593881
205,156,261,197,0.586123
205,156,261,197,0.583097
205,156,261,197,0.577356
205,156,261,197,0.565763
205,156,261,197,0.563674
205,156,261,197,0.561620
205,156,261,197,0.555504
205,156,261,197,0.555383
205,156,261,197,0.549924
204,155,260,196,0.557332
204,155,260,196,0.549897
204,154,260,195,0.567389
204,153,260,194,0.576734
204,152,260,193,0.840925
204,152,260,193,0.807426
204,151,260,192,0.835341
204,151,260,192,0.833216
205,151,261,192,0.772889
207,150,263,191,0.780198
208,150,264,191,0.767675
209,150,265,191,0.761243
212,150,268,191,0.736685
214,150,270,191,0.756854
218,150,274,191,0.726933
222,150,278,191,0.722534
226,151,282,192,0.726211
228,150,284,191,0.700232
233,151,289,192,0.664140
236,151,292,192,0.654059
240,152,296,193,0.651619
242,152,298,193,0.619810
243,152,299,193,0.649719
245,152,301,193,0.680133
245,152,301,193,0.710559
245,152,301,193,0.730197
245,152,301,193,0.736369
244,152,300,193,0.741566
242,152,298,193,0.758340
241,152,297,193,0.764778
240,152,296,193,0.773733
240,152,296,193,0.773001
240,152,296,193,0.762992
240,152,296,193,0.760987
240,152,296,193,0.760742
240,152,296,193,0.763004
240,152,296,193,0.761304
240,152,296,193,0.765317
240,152,296,193,0.770202
240,152,296,193,0.775909
241,152,297,193,0.749853
243,152,299,193,0.721755
244,152,300,193,0.702447
244,152,300,193,0.713982
244,152,300,193,0.719954
244,152,300,193,0.719532
244,152,300,193,0.715069
243,152,299,193,0.709605
242,152,298,193,0.710856
241,152,297,193,0.691717
234,151,292,194,0.671929
230,151,289,194,0.683131
220,149,280,193,0.694011
216,149,276,193,0.691534
212,149,272,193,0.649399
203,148,262,192,0.652346
199,148,258,192,0.641730
193,148,252,192,0.621727
191,148,250,192,0.605091
188,148,247,192,0.606495
187,148,246,192,0.610859
187,148,246,192,0.578376
187,148,246,192,0.582980
187,148,246,192,0.606683
187,148,246,192,0.611914
187,148,246,192,0.620122
188,148,247,192,0.599564
188,148,247,192,0.601070
188,148,247,192,0.598082
188,148,247,192,0.591213
188,148,247,192,0.591937
188,148,247,192,0.592753
188,148,247,192,0.593909
188,148,247,192,0.595432
188,148,247,192,0.596211
188,148,247,192,0.597732
188,148,247,192,0.603301
188,148,247,192,0.620167
189,148,248,192,0.596825
189,148,248,192,0.629097
189,148,248,192,0.655242
190,148,249,192,0.643416
190,148,249,192,0.667809
190,148,249,192,0.690183
190,148,249,192,0.714369
190,148,249,192,0.749135
190,148,249,192,0.760812
190,148,249,192,0.776792
191,148,250,192,0.759809
192,148,251,192,0.735201
192,148,251,192,0.751556
192,148,251,192,0.761001
192,148,251,192,0.773888
192,148,251,192,0.779429
192,148,251,192,0.788788
192,148,251,192,0.803235
192,148,251,192,0.806159
192,148,251,192,0.807642
192,148,251,192,0.804465
192,148,251,192,0.802995
192,148,251,192,0.802268
192,148,251,192,0.801830
192,148,251,192,0.797303
192,148,251,192,0.792885
192,148,251,192,0.788609
192,148,251,192,0.790737
192,148,251,192,0.794080
192,148,251,192,0.793351
192,148,251,192,0.789532
192,148,251,192,0.782828
192,148,251,192,0.783527
192,148,251,192,0.784496
192,148,251,192,0.780711
192,148,251,192,0.771348
192,148,251,192,0.756313
192,147,251,191,0.763089
192,146,251,190,0.757342
192,145,251,189,0.740445
193,142,252,186,0.747164
194,136,253,180,0.673035
195,133,254,177,0.681445
196,128,255,172,0.680213
196,126,255,170,0.668830
196,123,255,167,0.692547
196,120,255,164,0.688870
